parkingId,parkingTitle,destination,distanceKm,availabilityScore,conversionRate,extensionRate,price,views,starts,extensions,score
ea9a323c-726d-42f9-ad43-09081e9a972c,Ariana Parking 8,Carthage,12.14,0.85,0,0,19.0,0,0,0,23.2
b1ba76d7-b120-42c8-8a4c-e9ff1cffa561,Ariana Parking 9,Tunis,5.9,0.11,0,0,20.0,0,0,0,13.53
b1ba76d7-b120-42c8-8a4c-e9ff1cffa561,Ariana Parking 9,Ariana,0.51,0.11,0,0,20.0,0,0,0,37.09
b1ba76d7-b120-42c8-8a4c-e9ff1cffa561,Ariana Parking 9,Ben Arous,11.83,0.11,0,0,20.0,0,0,0,4.33
b1ba76d7-b120-42c8-8a4c-e9ff1cffa561,Ariana Parking 9,Manouba,10.49,0.11,0,0,20.0,0,0,0,4.33
b1ba76d7-b120-42c8-8a4c-e9ff1cffa561,Ariana Parking 9,Lac 1,4.34,0.11,0,0,20.0,0,0,0,20.35
b1ba76d7-b120-42c8-8a4c-e9ff1cffa561,Ariana Parking 9,Lac 2,6.8,0.11,0,0,20.0,0,0,0,9.59
b1ba76d7-b120-42c8-8a4c-e9ff1cffa561,Ariana Parking 9,Aouina,6.53,0.11,0,0,20.0,0,0,0,10.74
b1ba76d7-b120-42c8-8a4c-e9ff1cffa561,Ariana Parking 9,La Marsa,11.57,0.11,0,0,20.0,0,0,0,4.33
b1ba76d7-b120-42c8-8a4c-e9ff1cffa561,Ariana Parking 9,Sidi Bou Said,12.93,0.11,0,0,20.0,0,0,0,4.33
b1ba76d7-b120-42c8-8a4c-e9ff1cffa561,Ariana Parking 9,Carthage,11.22,0.11,0,0,20.0,0,0,0,4.33
8b3c63cf-830c-4cec-857a-e82b49074185,Ben Arous Parking 1,Tunis,7.15,0.77,0,0,7.0,0,0,0,26.79
8b3c63cf-830c-4cec-857a-e82b49074185,Ben Arous Parking 1,Ariana,12.51,0.77,0,0,7.0,0,0,0,23.06
8b3c63cf-830c-4cec-857a-e82b49074185,Ben Arous Parking 1,Ben Arous,0.55,0.77,0,0,7.0,0,0,0,55.66
8b3c63cf-830c-4cec-857a-e82b49074185,Ben Arous Parking 1,Manouba,13.19,0.77,0,0,7.0,0,0,0,23.06
8b3c63cf-830c-4cec-857a-e82b49074185,Ben Arous Parking 1,Lac 1,9.64,0.77,0,0,7.0,0,0,0,23.06
8b3c63cf-830c-4cec-857a-e82b49074185,Ben Arous Parking 1,Lac 2,11.26,0.77,0,0,7.0,0,0,0,23.06
8b3c63cf-830c-4cec-857a-e82b49074185,Ben Arous Parking 1,Aouina,12.55,0.77,0,0,7.0,0,0,0,23.06
8b3c63cf-830c-4cec-857a-e82b49074185,Ben Arous Parking 1,La Marsa,16.56,0.77,0,0,7.0,0,0,0,23.06
8b3c63cf-830c-4cec-857a-e82b49074185,Ben Arous Parking 1,Sidi Bou Said,16.62,0.77,0,0,7.0,0,0,0,23.06
8b3c63cf-830c-4cec-857a-e82b49074185,Ben Arous Parking 1,Carthage,14.17,0.77,0,0,7.0,0,0,0,23.06
f1006672-91c8-4350-876d-984d209bba2f,Ben Arous Parking 2,Tunis,6.28,0.33,0,0,22.0,0,0,0,17.18
f1006672-91c8-4350-876d-984d209bba2f,Ben Arous Parking 2,Ariana,11.52,0.33,0,0,22.0,0,0,0,9.67
f1006672-91c8-4350-876d-984d209bba2f,Ben Arous Parking 2,Ben Arous,1.03,0.33,0,0,22.0,0,0,0,40.17
f1006672-91c8-4350-876d-984d209bba2f,Ben Arous Parking 2,Manouba,12.65,0.33,0,0,22.0,0,0,0,9.67
f1006672-91c8-4350-876d-984d209bba2f,Ben Arous Parking 2,Lac 1,8.67,0.33,0,0,22.0,0,0,0,9.67
f1006672-91c8-4350-876d-984d209bba2f,Ben Arous Parking 2,Lac 2,10.39,0.33,0,0,22.0,0,0,0,9.67
f1006672-91c8-4350-876d-984d209bba2f,Ben Arous Parking 2,Aouina,11.65,0.33,0,0,22.0,0,0,0,9.67
f1006672-91c8-4350-876d-984d209bba2f,Ben Arous Parking 2,La Marsa,15.78,0.33,0,0,22.0,0,0,0,9.67
f1006672-91c8-4350-876d-984d209bba2f,Ben Arous Parking 2,Sidi Bou Said,15.91,0.33,0,0,22.0,0,0,0,9.67
f1006672-91c8-4350-876d-984d209bba2f,Ben Arous Parking 2,Carthage,13.46,0.33,0,0,22.0,0,0,0,9.67
419526f3-6c5c-4d19-a38d-4fb35b3449bc,Ben Arous Parking 3,Tunis,7.52,0.13,0,0,16.0,0,0,0,7.76
419526f3-6c5c-4d19-a38d-4fb35b3449bc,Ben Arous Parking 3,Ariana,13.11,0.13,0,0,16.0,0,0,0,5.67
419526f3-6c5c-4d19-a38d-4fb35b3449bc,Ben Arous Parking 3,Ben Arous,0.77,0.13,0,0,16.0,0,0,0,37.28
419526f3-6c5c-4d19-a38d-4fb35b3449bc,Ben Arous Parking 3,Manouba,13.14,0.13,0,0,16.0,0,0,0,5.67
419526f3-6c5c-4d19-a38d-4fb35b3449bc,Ben Arous Parking 3,Lac 1,10.4,0.13,0,0,16.0,0,0,0,5.67
419526f3-6c5c-4d19-a38d-4fb35b3449bc,Ben Arous Parking 3,Lac 2,12.09,0.13,0,0,16.0,0,0,0,5.67
419526f3-6c5c-4d19-a38d-4fb35b3449bc,Ben Arous Parking 3,Aouina,13.37,0.13,0,0,16.0,0,0,0,5.67
419526f3-6c5c-4d19-a38d-4fb35b3449bc,Ben Arous Parking 3,La Marsa,17.4,0.13,0,0,16.0,0,0,0,5.67
419526f3-6c5c-4d19-a38d-4fb35b3449bc,Ben Arous Parking 3,Sidi Bou Said,17.46,0.13,0,0,16.0,0,0,0,5.67
419526f3-6c5c-4d19-a38d-4fb35b3449bc,Ben Arous Parking 3,Carthage,15.01,0.13,0,0,16.0,0,0,0,5.67
3cd72ae4-190b-40e8-a428-38fdee011644,Ben Arous Parking 4,Tunis,7.12,0.47,0,0,25.0,0,0,0,16.44
3cd72ae4-190b-40e8-a428-38fdee011644,Ben Arous Parking 4,Ariana,12.38,0.47,0,0,25.0,0,0,0,12.6
3cd72ae4-190b-40e8-a428-38fdee011644,Ben Arous Parking 4,Ben Arous,0.77,0.47,0,0,25.0,0,0,0,44.21
3cd72ae4-190b-40e8-a428-38fdee011644,Ben Arous Parking 4,Manouba,13.29,0.47,0,0,25.0,0,0,0,12.6
3cd72ae4-190b-40e8-a428-38fdee011644,Ben Arous Parking 4,Lac 1,9.43,0.47,0,0,25.0,0,0,0,12.6
3cd72ae4-190b-40e8-a428-38fdee011644,Ben Arous Parking 4,Lac 2,11.01,0.47,0,0,25.0,0,0,0,12.6
3cd72ae4-190b-40e8-a428-38fdee011644,Ben Arous Parking 4,Aouina,12.31,0.47,0,0,25.0,0,0,0,12.6
3cd72ae4-190b-40e8-a428-38fdee011644,Ben Arous Parking 4,La Marsa,16.29,0.47,0,0,25.0,0,0,0,12.6
3cd72ae4-190b-40e8-a428-38fdee011644,Ben Arous Parking 4,Sidi Bou Said,16.34,0.47,0,0,25.0,0,0,0,12.6
3cd72ae4-190b-40e8-a428-38fdee011644,Ben Arous Parking 4,Carthage,13.89,0.47,0,0,25.0,0,0,0,12.6
3cde4c55-0132-464f-aae1-83e903f74341,Ben Arous Parking 5,Tunis,6.0,0.27,0,0,9.0,0,0,0,18.91
3cde4c55-0132-464f-aae1-83e903f74341,Ben Arous Parking 5,Ariana,11.46,0.27,0,0,9.0,0,0,0,10.15
3cde4c55-0132-464f-aae1-83e903f74341,Ben Arous Parking 5,Ben Arous,0.88,0.27,0,0,9.0,0,0,0,41.31
3cde4c55-0132-464f-aae1-83e903f74341,Ben Arous Parking 5,Manouba,12.15,0.27,0,0,9.0,0,0,0,10.15
3cde4c55-0132-464f-aae1-83e903f74341,Ben Arous Parking 5,Lac 1,8.83,0.27,0,0,9.0,0,0,0,10.15
3cde4c55-0132-464f-aae1-83e903f74341,Ben Arous Parking 5,Lac 2,10.69,0.27,0,0,9.0,0,0,0,10.15
3cde4c55-0132-464f-aae1-83e903f74341,Ben Arous Parking 5,Aouina,11.92,0.27,0,0,9.0,0,0,0,10.15
3cde4c55-0132-464f-aae1-83e903f74341,Ben Arous Parking 5,La Marsa,16.16,0.27,0,0,9.0,0,0,0,10.15
3cde4c55-0132-464f-aae1-83e903f74341,Ben Arous Parking 5,Sidi Bou Said,16.34,0.27,0,0,9.0,0,0,0,10.15
3cde4c55-0132-464f-aae1-83e903f74341,Ben Arous Parking 5,Carthage,13.89,0.27,0,0,9.0,0,0,0,10.15
a34f0b10-0d3a-4e0d-a549-182a8b0c53a5,Manouba Parking 1,Tunis,8.25,0.3,0,0,8.0,0,0,0,11.17
a34f0b10-0d3a-4e0d-a549-182a8b0c53a5,Manouba Parking 1,Ariana,11.33,0.3,0,0,8.0,0,0,0,11.17
a34f0b10-0d3a-4e0d-a549-182a8b0c53a5,Manouba Parking 1,Ben Arous,13.04,0.3,0,0,8.0,0,0,0,11.17
a34f0b10-0d3a-4e0d-a549-182a8b0c53a5,Manouba Parking 1,Manouba,0.7,0.3,0,0,8.0,0,0,0,43.12
a34f0b10-0d3a-4e0d-a549-182a8b0c53a5,Manouba Parking 1,Lac 1,13.83,0.3,0,0,8.0,0,0,0,11.17
a34f0b10-0d3a-4e0d-a549-182a8b0c53a5,Manouba Parking 1,Lac 2,16.9,0.3,0,0,8.0,0,0,0,11.17
a34f0b10-0d3a-4e0d-a549-182a8b0c53a5,Manouba Parking 1,Aouina,17.18,0.3,0,0,8.0,0,0,0,11.17
a34f0b10-0d3a-4e0d-a549-182a8b0c53a5,Manouba Parking 1,La Marsa,22.44,0.3,0,0,8.0,0,0,0,11.17
a34f0b10-0d3a-4e0d-a549-182a8b0c53a5,Manouba Parking 1,Sidi Bou Said,23.54,0.3,0,0,8.0,0,0,0,11.17
a34f0b10-0d3a-4e0d-a549-182a8b0c53a5,Manouba Parking 1,Carthage,21.46,0.3,0,0,8.0,0,0,0,11.17
ae978735-f61e-4d88-9335-092eee26c5fc,Manouba Parking 2,Tunis,8.12,0.14,0,0,7.0,0,0,0,7.4
ae978735-f61e-4d88-9335-092eee26c5fc,Manouba Parking 2,Ariana,11.33,0.14,0,0,7.0,0,0,0,7.4
ae978735-f61e-4d88-9335-092eee26c5fc,Manouba Parking 2,Ben Arous,12.84,0.14,0,0,7.0,0,0,0,7.4
ae978735-f61e-4d88-9335-092eee26c5fc,Manouba Parking 2,Manouba,0.72,0.14,0,0,7.0,0,0,0,39.26
ae978735-f61e-4d88-9335-092eee26c5fc,Manouba Parking 2,Lac 1,13.76,0.14,0,0,7.0,0,0,0,7.4
ae978735-f61e-4d88-9335-092eee26c5fc,Manouba Parking 2,Lac 2,16.82,0.14,0,0,7.0,0,0,0,7.4
ae978735-f61e-4d88-9335-092eee26c5fc,Manouba Parking 2,Aouina,17.13,0.14,0,0,7.0,0,0,0,7.4
ae978735-f61e-4d88-9335-092eee26c5fc,Manouba Parking 2,La Marsa,22.38,0.14,0,0,7.0,0,0,0,7.4
ae978735-f61e-4d88-9335-092eee26c5fc,Manouba Parking 2,Sidi Bou Said,23.47,0.14,0,0,7.0,0,0,0,7.4
ae978735-f61e-4d88-9335-092eee26c5fc,Manouba Parking 2,Carthage,21.38,0.14,0,0,7.0,0,0,0,7.4
11f9c1db-1e5e-4800-a8e9-3cab3039caeb,Manouba Parking 3,Tunis,7.12,0.45,0,0,8.0,0,0,0,18.68
11f9c1db-1e5e-4800-a8e9-3cab3039caeb,Manouba Parking 3,Ariana,10.46,0.45,0,0,8.0,0,0,0,14.83
11f9c1db-1e5e-4800-a8e9-3cab3039caeb,Manouba Parking 3,Ben Arous,12.0,0.45,0,0,8.0,0,0,0,14.83
11f9c1db-1e5e-4800-a8e9-3cab3039caeb,Manouba Parking 3,Manouba,0.69,0.45,0,0,8.0,0,0,0,46.82
11f9c1db-1e5e-4800-a8e9-3cab3039caeb,Manouba Parking 3,Lac 1,12.77,0.45,0,0,8.0,0,0,0,14.83
11f9c1db-1e5e-4800-a8e9-3cab3039caeb,Manouba Parking 3,Lac 2,15.83,0.45,0,0,8.0,0,0,0,14.83
11f9c1db-1e5e-4800-a8e9-3cab3039caeb,Manouba Parking 3,Aouina,16.16,0.45,0,0,8.0,0,0,0,14.83
11f9c1db-1e5e-4800-a8e9-3cab3039caeb,Manouba Parking 3,La Marsa,21.41,0.45,0,0,8.0,0,0,0,14.83
11f9c1db-1e5e-4800-a8e9-3cab3039caeb,Manouba Parking 3,Sidi Bou Said,22.49,0.45,0,0,8.0,0,0,0,14.83
11f9c1db-1e5e-4800-a8e9-3cab3039caeb,Manouba Parking 3,Carthage,20.39,0.45,0,0,8.0,0,0,0,14.83
e78391e5-c309-41da-9e33-9c0ec83c8c5b,Manouba Parking 4,Tunis,7.72,0.9,0,0,20.0,0,0,0,25.32
e78391e5-c309-41da-9e33-9c0ec83c8c5b,Manouba Parking 4,Ariana,11.1,0.9,0,0,20.0,0,0,0,24.08
e78391e5-c309-41da-9e33-9c0ec83c8c5b,Manouba Parking 4,Ben Arous,12.38,0.9,0,0,20.0,0,0,0,24.08
e78391e5-c309-41da-9e33-9c0ec83c8c5b,Manouba Parking 4,Manouba,0.73,0.9,0,0,20.0,0,0,0,55.87
e78391e5-c309-41da-9e33-9c0ec83c8c5b,Manouba Parking 4,Lac 1,13.42,0.9,0,0,20.0,0,0,0,24.08
e78391e5-c309-41da-9e33-9c0ec83c8c5b,Manouba Parking 4,Lac 2,16.48,0.9,0,0,20.0,0,0,0,24.08
e78391e5-c309-41da-9e33-9c0ec83c8c5b,Manouba Parking 4,Aouina,16.81,0.9,0,0,20.0,0,0,0,24.08
e78391e5-c309-41da-9e33-9c0ec83c8c5b,Manouba Parking 4,La Marsa,22.07,0.9,0,0,20.0,0,0,0,24.08
e78391e5-c309-41da-9e33-9c0ec83c8c5b,Manouba Parking 4,Sidi Bou Said,23.14,0.9,0,0,20.0,0,0,0,24.08
e78391e5-c309-41da-9e33-9c0ec83c8c5b,Manouba Parking 4,Carthage,21.03,0.9,0,0,20.0,0,0,0,24.08
eac1dbb6-94ca-4d19-b11a-c5b0c81afd8c,Manouba Parking 5,Tunis,8.37,0.83,0,0,22.0,0,0,0,22.17
eac1dbb6-94ca-4d19-b11a-c5b0c81afd8c,Manouba Parking 5,Ariana,11.06,0.83,0,0,22.0,0,0,0,22.17
eac1dbb6-94ca-4d19-b11a-c5b0c81afd8c,Manouba Parking 5,Ben Arous,13.44,0.83,0,0,22.0,0,0,0,22.17
eac1dbb6-94ca-4d19-b11a-c5b0c81afd8c,Manouba Parking 5,Manouba,0.76,0.83,0,0,22.0,0,0,0,53.82
eac1dbb6-94ca-4d19-b11a-c5b0c81afd8c,Manouba Parking 5,Lac 1,13.76,0.83,0,0,22.0,0,0,0,22.17
eac1dbb6-94ca-4d19-b11a-c5b0c81afd8c,Manouba Parking 5,Lac 2,16.82,0.83,0,0,22.0,0,0,0,22.17
eac1dbb6-94ca-4d19-b11a-c5b0c81afd8c,Manouba Parking 5,Aouina,17.05,0.83,0,0,22.0,0,0,0,22.17
eac1dbb6-94ca-4d19-b11a-c5b0c81afd8c,Manouba Parking 5,La Marsa,22.29,0.83,0,0,22.0,0,0,0,22.17
eac1dbb6-94ca-4d19-b11a-c5b0c81afd8c,Manouba Parking 5,Sidi Bou Said,23.44,0.83,0,0,22.0,0,0,0,22.17
eac1dbb6-94ca-4d19-b11a-c5b0c81afd8c,Manouba Parking 5,Carthage,21.39,0.83,0,0,22.0,0,0,0,22.17
adec1c0a-faf5-4c25-ab1d-4f536068fa24,Manouba Parking 6,Tunis,7.8,0.89,0,0,24.0,0,0,0,24.03
adec1c0a-faf5-4c25-ab1d-4f536068fa24,Manouba Parking 6,Ariana,10.73,0.89,0,0,24.0,0,0,0,23.14
adec1c0a-faf5-4c25-ab1d-4f536068fa24,Manouba Parking 6,Ben Arous,12.82,0.89,0,0,24.0,0,0,0,23.14
adec1c0a-faf5-4c25-ab1d-4f536068fa24,Manouba Parking 6,Manouba,0.14,0.89,0,0,24.0,0,0,0,57.52
adec1c0a-faf5-4c25-ab1d-4f536068fa24,Manouba Parking 6,Lac 1,13.29,0.89,0,0,24.0,0,0,0,23.14
adec1c0a-faf5-4c25-ab1d-4f536068fa24,Manouba Parking 6,Lac 2,16.35,0.89,0,0,24.0,0,0,0,23.14
adec1c0a-faf5-4c25-ab1d-4f536068fa24,Manouba Parking 6,Aouina,16.62,0.89,0,0,24.0,0,0,0,23.14
adec1c0a-faf5-4c25-ab1d-4f536068fa24,Manouba Parking 6,La Marsa,21.87,0.89,0,0,24.0,0,0,0,23.14
adec1c0a-faf5-4c25-ab1d-4f536068fa24,Manouba Parking 6,Sidi Bou Said,22.98,0.89,0,0,24.0,0,0,0,23.14
adec1c0a-faf5-4c25-ab1d-4f536068fa24,Manouba Parking 6,Carthage,20.92,0.89,0,0,24.0,0,0,0,23.14
a9ab9e7e-332b-488d-8682-354f9e2bf22a,Manouba Parking 7,Tunis,8.01,0.78,0,0,23.0,0,0,0,20.55
a9ab9e7e-332b-488d-8682-354f9e2bf22a,Manouba Parking 7,Ariana,10.31,0.78,0,0,23.0,0,0,0,20.55
a9ab9e7e-332b-488d-8682-354f9e2bf22a,Manouba Parking 7,Ben Arous,13.42,0.78,0,0,23.0,0,0,0,20.55
a9ab9e7e-332b-488d-8682-354f9e2bf22a,Manouba Parking 7,Manouba,1.07,0.78,0,0,23.0,0,0,0,50.88
a9ab9e7e-332b-488d-8682-354f9e2bf22a,Manouba Parking 7,Lac 1,13.18,0.78,0,0,23.0,0,0,0,20.55
a9ab9e7e-332b-488d-8682-354f9e2bf22a,Manouba Parking 7,Lac 2,16.22,0.78,0,0,23.0,0,0,0,20.55
a9ab9e7e-332b-488d-8682-354f9e2bf22a,Manouba Parking 7,Aouina,16.4,0.78,0,0,23.0,0,0,0,20.55
a9ab9e7e-332b-488d-8682-354f9e2bf22a,Manouba Parking 7,La Marsa,21.63,0.78,0,0,23.0,0,0,0,20.55
a9ab9e7e-332b-488d-8682-354f9e2bf22a,Manouba Parking 7,Sidi Bou Said,22.81,0.78,0,0,23.0,0,0,0,20.55
a9ab9e7e-332b-488d-8682-354f9e2bf22a,Manouba Parking 7,Carthage,20.8,0.78,0,0,23.0,0,0,0,20.55
9f39ebb8-64ff-400c-99f3-62c35ff5d1bd,Manouba Parking 8,Tunis,7.44,0.6,0,0,7.0,0,0,0,21.2
9f39ebb8-64ff-400c-99f3-62c35ff5d1bd,Manouba Parking 8,Ariana,10.34,0.6,0,0,7.0,0,0,0,18.75
9f39ebb8-64ff-400c-99f3-62c35ff5d1bd,Manouba Parking 8,Ben Arous,12.58,0.6,0,0,7.0,0,0,0,18.75
9f39ebb8-64ff-400c-99f3-62c35ff5d1bd,Manouba Parking 8,Manouba,0.3,0.6,0,0,7.0,0,0,0,52.43
9f39ebb8-64ff-400c-99f3-62c35ff5d1bd,Manouba Parking 8,Lac 1,12.89,0.6,0,0,7.0,0,0,0,18.75
9f39ebb8-64ff-400c-99f3-62c35ff5d1bd,Manouba Parking 8,Lac 2,15.95,0.6,0,0,7.0,0,0,0,18.75
9f39ebb8-64ff-400c-99f3-62c35ff5d1bd,Manouba Parking 8,Aouina,16.22,0.6,0,0,7.0,0,0,0,18.75
9f39ebb8-64ff-400c-99f3-62c35ff5d1bd,Manouba Parking 8,La Marsa,21.46,0.6,0,0,7.0,0,0,0,18.75
9f39ebb8-64ff-400c-99f3-62c35ff5d1bd,Manouba Parking 8,Sidi Bou Said,22.59,0.6,0,0,7.0,0,0,0,18.75
9f39ebb8-64ff-400c-99f3-62c35ff5d1bd,Manouba Parking 8,Carthage,20.52,0.6,0,0,7.0,0,0,0,18.75
f3169e46-29f0-48c2-a113-181062e9ad34,Manouba Parking 9,Tunis,7.65,0.63,0,0,6.0,0,0,0,21.32
f3169e46-29f0-48c2-a113-181062e9ad34,Manouba Parking 9,Ariana,11.0,0.63,0,0,6.0,0,0,0,19.79
f3169e46-29f0-48c2-a113-181062e9ad34,Manouba Parking 9,Ben Arous,12.37,0.63,0,0,6.0,0,0,0,19.79
f3169e46-29f0-48c2-a113-181062e9ad34,Manouba Parking 9,Manouba,0.65,0.63,0,0,6.0,0,0,0,51.95
f3169e46-29f0-48c2-a113-181062e9ad34,Manouba Parking 9,Lac 1,13.33,0.63,0,0,6.0,0,0,0,19.79
f3169e46-29f0-48c2-a113-181062e9ad34,Manouba Parking 9,Lac 2,16.39,0.63,0,0,6.0,0,0,0,19.79
f3169e46-29f0-48c2-a113-181062e9ad34,Manouba Parking 9,Aouina,16.72,0.63,0,0,6.0,0,0,0,19.79
f3169e46-29f0-48c2-a113-181062e9ad34,Manouba Parking 9,La Marsa,21.98,0.63,0,0,6.0,0,0,0,19.79
f3169e46-29f0-48c2-a113-181062e9ad34,Manouba Parking 9,Sidi Bou Said,23.06,0.63,0,0,6.0,0,0,0,19.79
f3169e46-29f0-48c2-a113-181062e9ad34,Manouba Parking 9,Carthage,20.95,0.63,0,0,6.0,0,0,0,19.79
c86fe427-c1f6-47f2-9ae9-abbe59dce1a7,Lac 1 Parking 1,Tunis,5.53,0.79,0,0,21.0,0,0,0,32.1
c86fe427-c1f6-47f2-9ae9-abbe59dce1a7,Lac 1 Parking 1,Ariana,4.95,0.79,0,0,21.0,0,0,0,34.65
c86fe427-c1f6-47f2-9ae9-abbe59dce1a7,Lac 1 Parking 1,Ben Arous,8.82,0.79,0,0,21.0,0,0,0,21.31
c86fe427-c1f6-47f2-9ae9-abbe59dce1a7,Lac 1 Parking 1,Manouba,12.66,0.79,0,0,21.0,0,0,0,21.31
c86fe427-c1f6-47f2-9ae9-abbe59dce1a7,Lac 1 Parking 1,Lac 1,0.86,0.79,0,0,21.0,0,0,0,52.56
c86fe427-c1f6-47f2-9ae9-abbe59dce1a7,Lac 1 Parking 1,Lac 2,3.68,0.79,0,0,21.0,0,0,0,40.21
c86fe427-c1f6-47f2-9ae9-abbe59dce1a7,Lac 1 Parking 1,Aouina,4.41,0.79,0,0,21.0,0,0,0,37.01
c86fe427-c1f6-47f2-9ae9-abbe59dce1a7,Lac 1 Parking 1,La Marsa,9.5,0.79,0,0,21.0,0,0,0,21.31
c86fe427-c1f6-47f2-9ae9-abbe59dce1a7,Lac 1 Parking 1,Sidi Bou Said,10.35,0.79,0,0,21.0,0,0,0,21.31
c86fe427-c1f6-47f2-9ae9-abbe59dce1a7,Lac 1 Parking 1,Carthage,8.16,0.79,0,0,21.0,0,0,0,21.31
0a93b171-8fa3-46ca-8bd4-afe44db1e716,Lac 1 Parking 2,Tunis,5.47,0.74,0,0,19.0,0,0,0,31.37
0a93b171-8fa3-46ca-8bd4-afe44db1e716,Lac 1 Parking 2,Ariana,4.34,0.74,0,0,19.0,0,0,0,36.31
0a93b171-8fa3-46ca-8bd4-afe44db1e716,Lac 1 Parking 2,Ben Arous,9.24,0.74,0,0,19.0,0,0,0,20.31
0a93b171-8fa3-46ca-8bd4-afe44db1e716,Lac 1 Parking 2,Manouba,12.39,0.74,0,0,19.0,0,0,0,20.31
0a93b171-8fa3-46ca-8bd4-afe44db1e716,Lac 1 Parking 2,Lac 1,0.79,0.74,0,0,19.0,0,0,0,51.86
0a93b171-8fa3-46ca-8bd4-afe44db1e716,Lac 1 Parking 2,Lac 2,3.85,0.74,0,0,19.0,0,0,0,38.48
0a93b171-8fa3-46ca-8bd4-afe44db1e716,Lac 1 Parking 2,Aouina,4.39,0.74,0,0,19.0,0,0,0,36.12
0a93b171-8fa3-46ca-8bd4-afe44db1e716,Lac 1 Parking 2,La Marsa,9.58,0.74,0,0,19.0,0,0,0,20.31
